Date,Price,Open,High,Low,Vol.,Change %,Ticker,Unnamed: 7,Unnamed: 8
2023-07-07,14.2,13.35,14.65,13.35,98.24M,6.37%,UBA,,
2023-07-06,13.35,13.1,13.4,12.9,46.12M,1.91%,UBA,,
2023-07-05,13.1,12.75,13.45,12.4,57.51M,2.75%,UBA,,
2023-07-04,12.75,13.9,14.0,12.5,87.33M,-5.20%,UBA,,
2023-07-03,13.45,12.25,13.45,12.25,160.67M,9.80%,UBA,,
2023-06-30,12.25,12.25,12.4,12.2,90.63M,0.00%,UBA,,
2023-06-27,12.25,11.7,12.35,11.7,72.29M,4.70%,UBA,,
2023-06-26,11.7,11.45,11.7,11.45,39.49M,2.18%,UBA,,
2023-06-23,11.45,11.3,11.45,11.3,62.69M,1.33%,UBA,,
2023-06-22,11.3,11.45,11.5,11.2,48.11M,-1.31%,UBA,,
2023-06-21,11.45,11.5,11.55,11.3,31.67M,-0.43%,UBA,,
2023-06-20,11.5,11.5,11.85,11.45,78.51M,0.00%,UBA,,
2023-06-19,11.5,11.1,11.9,11.1,60.09M,3.60%,UBA,,
2023-06-16,11.1,11.1,11.7,11.0,46.27M,0.00%,UBA,,
2023-06-15,11.1,12.5,13.1,11.0,192.83M,-7.11%,UBA,,
2023-06-14,11.95,11.4,11.95,11.1,230.76M,9.63%,UBA,,
2023-06-13,10.9,10.15,10.9,10.15,214.94M,9.55%,UBA,,
2023-06-09,9.95,9.95,10.1,9.75,22.62M,0.00%,UBA,,
2023-06-08,9.95,9.55,9.95,9.5,177.48M,4.19%,UBA,,
2023-06-07,9.55,9.35,9.55,9.35,12.76M,2.14%,UBA,,
2023-06-06,9.35,9.45,9.6,9.25,47.13M,-1.06%,UBA,,
2023-06-05,9.45,9.35,9.5,9.25,16.25M,1.07%,UBA,,
2023-06-02,9.35,9.8,9.75,9.3,48.79M,-4.59%,UBA,,
2023-06-01,9.8,9.9,9.95,9.7,46.10M,-1.01%,UBA,,
2023-05-31,9.9,10.2,11.0,9.3,90.20M,-2.94%,UBA,,
2023-05-30,10.2,9.3,10.2,9.75,81.99M,9.68%,UBA,,
2023-05-26,9.3,8.75,9.3,8.5,59.41M,6.29%,UBA,,
2023-05-25,8.75,8.7,8.8,8.4,86.17M,0.57%,UBA,,
2023-05-24,8.7,8.4,8.85,8.4,66.49M,3.57%,UBA,,
2023-05-23,8.4,8.35,8.4,8.05,62.45M,0.00%,UBA,,
2023-05-22,8.4,8.35,8.45,8.35,31.11M,0.60%,UBA,,
2023-05-19,8.35,8.45,8.35,8.3,48.91M,-1.18%,UBA,,
2023-05-18,8.45,8.6,8.7,8.3,18.60M,-1.74%,UBA,,
2023-05-17,8.6,8.6,8.75,8.6,24.55M,0.00%,UBA,,
2023-05-16,8.6,8.4,8.65,8.4,94.31M,2.38%,UBA,,
2023-05-15,8.4,8.25,8.45,8.05,39.10M,1.82%,UBA,,
2023-05-12,8.25,8.1,8.25,8.1,9.58M,1.85%,UBA,,
2023-05-11,8.1,8.0,8.35,8.0,102.06M,1.25%,UBA,,
2023-05-10,8.0,7.95,8.15,7.9,42.94M,0.63%,UBA,,
2023-05-09,7.95,8.0,8.0,7.9,91.11M,0.00%,UBA,,
2023-05-08,7.95,7.9,8.0,7.9,78.06M,0.63%,UBA,,
2023-05-05,7.9,7.85,7.9,7.8,53.51M,0.64%,UBA,,
2023-05-04,7.85,7.9,7.9,7.8,9.71M,-0.63%,UBA,,
2023-05-03,7.9,7.9,7.95,7.8,13.68M,0.00%,UBA,,
2023-05-02,7.9,7.75,7.9,7.75,18.24M,1.94%,UBA,,
2023-04-28,7.75,7.85,7.9,7.75,43.81M,-1.27%,UBA,,
2023-04-27,7.85,7.9,7.9,7.8,26.17M,-0.63%,UBA,,
2023-04-26,7.9,7.9,7.9,7.85,27.60M,0.00%,UBA,,
2023-04-25,7.9,7.85,7.9,7.85,18.21M,0.64%,UBA,,
2023-04-20,7.85,7.9,7.9,7.75,39.19M,-0.63%,UBA,,
2023-04-19,7.9,7.85,7.9,7.8,7.01M,0.64%,UBA,,
2023-04-18,7.85,7.9,7.9,7.7,13.10M,-0.63%,UBA,,
2023-04-17,7.9,7.6,7.95,7.7,10.29M,-7.06%,UBA,,
2023-04-14,8.5,8.5,8.6,8.45,94.10M,0.59%,UBA,,
2023-04-13,8.45,8.45,8.5,8.35,22.60M,0.00%,UBA,,
2023-04-12,8.45,8.55,8.6,8.45,19.82M,-1.17%,UBA,,
2023-04-11,8.55,8.55,8.6,8.5,20.98M,0.00%,UBA,,
2023-04-06,8.55,8.35,8.55,8.4,18.02M,2.40%,UBA,,
2023-04-05,8.35,8.35,8.5,8.3,64.20M,0.00%,UBA,,
2023-04-04,8.35,8.4,8.55,8.3,21.41M,-0.60%,UBA,,
2023-04-03,8.4,8.35,8.4,8.3,26.81M,0.60%,UBA,,
2023-03-31,8.35,8.3,8.6,8.3,39.00M,4.38%,UBA,,
2023-03-30,8.0,8.0,8.05,8.0,16.09M,0.00%,UBA,,
2023-03-29,8.0,8.0,8.05,7.95,16.58M,0.00%,UBA,,
2023-03-28,8.0,8.0,8.0,8.0,1.25M,0.00%,UBA,,
2023-03-27,8.0,8.0,8.05,7.95,10.04M,0.00%,UBA,,
2023-03-24,8.0,8.0,8.1,8.0,12.82M,0.00%,UBA,,
2023-03-23,8.0,8.0,8.1,8.0,9.00M,0.00%,UBA,,
2023-03-22,8.0,8.0,8.2,8.0,21.23M,0.00%,UBA,,
2023-03-21,8.0,8.1,8.1,8.0,19.60M,-1.23%,UBA,,
2023-03-20,8.1,8.05,8.1,8.05,15.96M,0.62%,UBA,,
2023-03-17,8.05,8.0,8.15,8.05,17.91M,0.63%,UBA,,
2023-03-16,8.0,8.0,8.0,7.85,10.24M,0.00%,UBA,,
2023-03-15,8.0,8.05,8.1,8.0,15.15M,-0.62%,UBA,,
2023-03-14,8.05,8.15,8.15,8.05,12.68M,-1.23%,UBA,,
2023-03-13,8.15,8.25,8.25,8.15,13.69M,-1.21%,UBA,,
2023-03-10,8.25,8.4,8.5,8.2,13.78M,-1.79%,UBA,,
2023-03-09,8.4,8.4,8.45,8.4,3.86M,0.00%,UBA,,
2023-03-08,8.4,8.55,8.55,8.4,15.00M,-1.75%,UBA,,
2023-03-07,8.55,8.7,8.7,8.55,11.14M,-1.72%,UBA,,
2023-03-06,8.7,8.6,8.7,8.55,9.19M,1.16%,UBA,,
2023-03-03,8.6,8.7,8.65,8.5,6.98M,-1.15%,UBA,,
2023-03-02,8.7,8.8,8.8,8.55,8.89M,-1.14%,UBA,,
2023-03-01,8.8,8.7,8.9,8.7,15.80M,1.15%,UBA,,
